metric,target,fit_scales,n_fit_budgets,include_750M,fit_bounds,ranking,fdr,n_seeds_min,n_pairs,projection_mis_selection,single_scale_mis_selection,projection_worse,projection_flips,single_scale_flips,excess_projection_flips,n_inherited,n_fit_error,n_repaired,n_fit_error_significant,n_inherited_significant,fit_error_share_of_flips,excess_is_all_fit_error,fit_error_exceeds_inherited
c4_en_bits_per_token,1B,4M-150M,10,False,bounded,seed_mean,BH@0.05,3,300,0.09,0.01,True,27,3,24,1,26,2,23,0,0.9629629629629629,True,True
c4_en_bits_per_token,1B,4M-150M,10,False,unconstrained,seed_mean,BH@0.05,3,300,0.09,0.01,True,27,3,24,1,26,2,23,0,0.9629629629629629,True,True
c4_en_bits_per_token,1B,4M-150M,10,True,bounded,seed_mean,BH@0.05,3,300,0.09,0.01,True,27,3,24,1,26,2,23,0,0.9629629629629629,True,True
c4_en_bits_per_token,1B,4M-150M,10,True,unconstrained,seed_mean,BH@0.05,3,300,0.09,0.01,True,27,3,24,1,26,2,23,0,0.9629629629629629,True,True
c4_en_bits_per_token,1B,14M-150M,6,False,bounded,seed_mean,BH@0.05,3,300,0.09333333333333334,0.01,True,28,3,25,0,28,3,26,0,1.0,True,True
c4_en_bits_per_token,1B,14M-150M,6,False,unconstrained,seed_mean,BH@0.05,3,300,0.17333333333333334,0.01,True,52,3,49,0,52,3,50,0,1.0,True,True
c4_en_bits_per_token,1B,14M-150M,6,True,bounded,seed_mean,BH@0.05,3,300,0.09333333333333334,0.01,True,28,3,25,0,28,3,26,0,1.0,True,True
c4_en_bits_per_token,1B,14M-150M,6,True,unconstrained,seed_mean,BH@0.05,3,300,0.17333333333333334,0.01,True,52,3,49,0,52,3,50,0,1.0,True,True
c4_en_bits_per_token,1B,60M-150M,3,False,bounded,seed_mean,BH@0.05,3,300,0.1,0.01,True,30,3,27,3,27,0,25,2,0.9,True,True
c4_en_bits_per_token,1B,60M-150M,3,False,unconstrained,seed_mean,BH@0.05,3,300,0.20666666666666667,0.01,True,62,3,59,3,59,0,58,2,0.9516129032258065,True,True
c4_en_bits_per_token,1B,60M-150M,3,True,bounded,seed_mean,BH@0.05,3,300,0.1,0.01,True,30,3,27,3,27,0,25,2,0.9,True,True
c4_en_bits_per_token,1B,60M-150M,3,True,unconstrained,seed_mean,BH@0.05,3,300,0.20666666666666667,0.01,True,62,3,59,3,59,0,58,2,0.9516129032258065,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,bounded,seed_mean,BH@0.05,3,300,0.05333333333333334,0.013333333333333334,True,16,4,12,2,14,2,10,1,0.875,True,True
c4_en_bits_per_token,1B,4M-300M,11,False,unconstrained,seed_mean,BH@0.05,3,300,0.05333333333333334,0.013333333333333334,True,16,4,12,2,14,2,10,1,0.875,True,True
c4_en_bits_per_token,1B,4M-300M,11,True,bounded,seed_mean,BH@0.05,3,300,0.05333333333333334,0.013333333333333334,True,16,4,12,2,14,2,10,1,0.875,True,True
c4_en_bits_per_token,1B,4M-300M,11,True,unconstrained,seed_mean,BH@0.05,3,300,0.05333333333333334,0.013333333333333334,True,16,4,12,2,14,2,10,1,0.875,True,True
c4_en_bits_per_token,1B,14M-300M,7,False,bounded,seed_mean,BH@0.05,3,300,0.03,0.013333333333333334,True,9,4,5,2,7,2,5,1,0.7777777777777778,True,True
c4_en_bits_per_token,1B,14M-300M,7,False,unconstrained,seed_mean,BH@0.05,3,300,0.03,0.013333333333333334,True,9,4,5,2,7,2,5,1,0.7777777777777778,True,True
c4_en_bits_per_token,1B,14M-300M,7,True,bounded,seed_mean,BH@0.05,3,300,0.03,0.013333333333333334,True,9,4,5,2,7,2,5,1,0.7777777777777778,True,True
c4_en_bits_per_token,1B,14M-300M,7,True,unconstrained,seed_mean,BH@0.05,3,300,0.03,0.013333333333333334,True,9,4,5,2,7,2,5,1,0.7777777777777778,True,True
c4_en_bits_per_token,1B,60M-300M,4,False,bounded,seed_mean,BH@0.05,3,300,0.04666666666666667,0.013333333333333334,True,14,4,10,3,11,1,8,2,0.7857142857142857,True,True
c4_en_bits_per_token,1B,60M-300M,4,False,unconstrained,seed_mean,BH@0.05,3,300,0.04666666666666667,0.013333333333333334,True,14,4,10,3,11,1,8,2,0.7857142857142857,True,True
c4_en_bits_per_token,1B,60M-300M,4,True,bounded,seed_mean,BH@0.05,3,300,0.04666666666666667,0.013333333333333334,True,14,4,10,3,11,1,8,2,0.7857142857142857,True,True
c4_en_bits_per_token,1B,60M-300M,4,True,unconstrained,seed_mean,BH@0.05,3,300,0.04666666666666667,0.013333333333333334,True,14,4,10,3,11,1,8,2,0.7857142857142857,True,True
c4_en_bits_per_token,1B,4M-530M,12,False,bounded,seed_mean,BH@0.05,3,300,0.03,0.01,True,9,3,6,1,8,2,5,0,0.8888888888888888,True,True
c4_en_bits_per_token,1B,4M-530M,12,False,unconstrained,seed_mean,BH@0.05,3,300,0.03,0.01,True,9,3,6,1,8,2,5,0,0.8888888888888888,True,True
c4_en_bits_per_token,1B,4M-530M,12,True,bounded,seed_mean,BH@0.05,3,300,0.03,0.01,True,9,3,6,1,8,2,5,0,0.8888888888888888,True,True
c4_en_bits_per_token,1B,4M-530M,12,True,unconstrained,seed_mean,BH@0.05,3,300,0.03,0.01,True,9,3,6,1,8,2,5,0,0.8888888888888888,True,True
c4_en_bits_per_token,1B,14M-530M,8,False,bounded,seed_mean,BH@0.05,3,300,0.01,0.01,False,3,3,0,1,2,2,0,0,0.6666666666666666,,True
c4_en_bits_per_token,1B,14M-530M,8,False,unconstrained,seed_mean,BH@0.05,3,300,0.01,0.01,False,3,3,0,1,2,2,0,0,0.6666666666666666,,True
c4_en_bits_per_token,1B,14M-530M,8,True,bounded,seed_mean,BH@0.05,3,300,0.01,0.01,False,3,3,0,1,2,2,0,0,0.6666666666666666,,True
c4_en_bits_per_token,1B,14M-530M,8,True,unconstrained,seed_mean,BH@0.05,3,300,0.01,0.01,False,3,3,0,1,2,2,0,0,0.6666666666666666,,True
c4_en_bits_per_token,1B,60M-530M,5,False,bounded,seed_mean,BH@0.05,3,300,0.023333333333333334,0.01,True,7,3,4,3,4,0,2,0,0.5714285714285714,True,True
c4_en_bits_per_token,1B,60M-530M,5,False,unconstrained,seed_mean,BH@0.05,3,300,0.023333333333333334,0.01,True,7,3,4,3,4,0,2,0,0.5714285714285714,True,True
c4_en_bits_per_token,1B,60M-530M,5,True,bounded,seed_mean,BH@0.05,3,300,0.023333333333333334,0.01,True,7,3,4,3,4,0,2,0,0.5714285714285714,True,True
c4_en_bits_per_token,1B,60M-530M,5,True,unconstrained,seed_mean,BH@0.05,3,300,0.023333333333333334,0.01,True,7,3,4,3,4,0,2,0,0.5714285714285714,True,True
c4_en_bits_per_token,530M,4M-150M,10,False,bounded,seed_mean,BH@0.05,3,300,0.05,0.006666666666666667,True,15,2,13,1,14,1,11,0,0.9333333333333333,True,True
c4_en_bits_per_token,530M,4M-150M,10,False,unconstrained,seed_mean,BH@0.05,3,300,0.05,0.006666666666666667,True,15,2,13,1,14,1,11,0,0.9333333333333333,True,True
c4_en_bits_per_token,530M,4M-150M,10,True,bounded,seed_mean,BH@0.05,3,300,0.05,0.006666666666666667,True,15,2,13,1,14,1,11,0,0.9333333333333333,True,True
c4_en_bits_per_token,530M,4M-150M,10,True,unconstrained,seed_mean,BH@0.05,3,300,0.05,0.006666666666666667,True,15,2,13,1,14,1,11,0,0.9333333333333333,True,True
c4_en_bits_per_token,530M,14M-150M,6,False,bounded,seed_mean,BH@0.05,3,300,0.06,0.006666666666666667,True,18,2,16,0,18,2,15,0,1.0,True,True
c4_en_bits_per_token,530M,14M-150M,6,False,unconstrained,seed_mean,BH@0.05,3,300,0.06666666666666667,0.006666666666666667,True,20,2,18,0,20,2,17,0,1.0,True,True
c4_en_bits_per_token,530M,14M-150M,6,True,bounded,seed_mean,BH@0.05,3,300,0.06,0.006666666666666667,True,18,2,16,0,18,2,15,0,1.0,True,True
c4_en_bits_per_token,530M,14M-150M,6,True,unconstrained,seed_mean,BH@0.05,3,300,0.06666666666666667,0.006666666666666667,True,20,2,18,0,20,2,17,0,1.0,True,True
c4_en_bits_per_token,530M,60M-150M,3,False,bounded,seed_mean,BH@0.05,3,300,0.04,0.006666666666666667,True,12,2,10,1,11,1,10,0,0.9166666666666666,True,True
c4_en_bits_per_token,530M,60M-150M,3,False,unconstrained,seed_mean,BH@0.05,3,300,0.08666666666666667,0.006666666666666667,True,26,2,24,1,25,1,24,0,0.9615384615384616,True,True
c4_en_bits_per_token,530M,60M-150M,3,True,bounded,seed_mean,BH@0.05,3,300,0.04,0.006666666666666667,True,12,2,10,1,11,1,10,0,0.9166666666666666,True,True
c4_en_bits_per_token,530M,60M-150M,3,True,unconstrained,seed_mean,BH@0.05,3,300,0.08666666666666667,0.006666666666666667,True,26,2,24,1,25,1,24,0,0.9615384615384616,True,True
c4_en_bits_per_token,530M,4M-300M,11,False,bounded,seed_mean,BH@0.05,3,300,0.03333333333333333,0.01,True,10,3,7,2,8,1,3,0,0.8,True,True
c4_en_bits_per_token,530M,4M-300M,11,False,unconstrained,seed_mean,BH@0.05,3,300,0.03333333333333333,0.01,True,10,3,7,2,8,1,3,0,0.8,True,True
c4_en_bits_per_token,530M,4M-300M,11,True,bounded,seed_mean,BH@0.05,3,300,0.03333333333333333,0.01,True,10,3,7,2,8,1,3,0,0.8,True,True
c4_en_bits_per_token,530M,4M-300M,11,True,unconstrained,seed_mean,BH@0.05,3,300,0.03333333333333333,0.01,True,10,3,7,2,8,1,3,0,0.8,True,True
c4_en_bits_per_token,530M,14M-300M,7,False,bounded,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,2,3,1,0,0,0.6,True,True
c4_en_bits_per_token,530M,14M-300M,7,False,unconstrained,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,2,3,1,0,0,0.6,True,True
c4_en_bits_per_token,530M,14M-300M,7,True,bounded,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,2,3,1,0,0,0.6,True,True
c4_en_bits_per_token,530M,14M-300M,7,True,unconstrained,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,2,3,1,0,0,0.6,True,True
c4_en_bits_per_token,530M,60M-300M,4,False,bounded,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,3,2,0,0,0,0.4,True,False
c4_en_bits_per_token,530M,60M-300M,4,False,unconstrained,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,3,2,0,0,0,0.4,True,False
c4_en_bits_per_token,530M,60M-300M,4,True,bounded,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,3,2,0,0,0,0.4,True,False
c4_en_bits_per_token,530M,60M-300M,4,True,unconstrained,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,3,2,0,0,0,0.4,True,False
c4_en_bits_per_token,530M,4M-530M,11,False,bounded,seed_mean,BH@0.05,3,300,0.03333333333333333,0.01,True,10,3,7,2,8,1,3,0,0.8,True,True
c4_en_bits_per_token,530M,4M-530M,11,False,unconstrained,seed_mean,BH@0.05,3,300,0.03333333333333333,0.01,True,10,3,7,2,8,1,3,0,0.8,True,True
c4_en_bits_per_token,530M,4M-530M,11,True,bounded,seed_mean,BH@0.05,3,300,0.03333333333333333,0.01,True,10,3,7,2,8,1,3,0,0.8,True,True
c4_en_bits_per_token,530M,4M-530M,11,True,unconstrained,seed_mean,BH@0.05,3,300,0.03333333333333333,0.01,True,10,3,7,2,8,1,3,0,0.8,True,True
c4_en_bits_per_token,530M,14M-530M,7,False,bounded,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,2,3,1,0,0,0.6,True,True
c4_en_bits_per_token,530M,14M-530M,7,False,unconstrained,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,2,3,1,0,0,0.6,True,True
c4_en_bits_per_token,530M,14M-530M,7,True,bounded,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,2,3,1,0,0,0.6,True,True
c4_en_bits_per_token,530M,14M-530M,7,True,unconstrained,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,2,3,1,0,0,0.6,True,True
c4_en_bits_per_token,530M,60M-530M,4,False,bounded,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,3,2,0,0,0,0.4,True,False
c4_en_bits_per_token,530M,60M-530M,4,False,unconstrained,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,3,2,0,0,0,0.4,True,False
c4_en_bits_per_token,530M,60M-530M,4,True,bounded,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,3,2,0,0,0,0.4,True,False
c4_en_bits_per_token,530M,60M-530M,4,True,unconstrained,seed_mean,BH@0.05,3,300,0.016666666666666666,0.01,True,5,3,2,3,2,0,0,0,0.4,True,False
olmes_macro_error,1B,4M-150M,10,False,bounded,seed_mean,BH@0.05,3,300,0.17666666666666667,0.17,True,53,51,2,43,10,8,3,22,0.18867924528301888,True,False
olmes_macro_error,1B,4M-150M,10,False,unconstrained,seed_mean,BH@0.05,3,300,0.18,0.17,True,54,51,3,44,10,7,3,22,0.18518518518518517,True,False
olmes_macro_error,1B,4M-150M,10,True,bounded,seed_mean,BH@0.05,3,300,0.17666666666666667,0.17,True,53,51,2,43,10,8,3,22,0.18867924528301888,True,False
olmes_macro_error,1B,4M-150M,10,True,unconstrained,seed_mean,BH@0.05,3,300,0.18,0.17,True,54,51,3,44,10,7,3,22,0.18518518518518517,True,False
olmes_macro_error,1B,14M-150M,6,False,bounded,seed_mean,BH@0.05,3,300,0.19666666666666666,0.17,True,59,51,8,47,12,4,4,23,0.2033898305084746,True,False
olmes_macro_error,1B,14M-150M,6,False,unconstrained,seed_mean,BH@0.05,3,300,0.19333333333333333,0.17,True,58,51,7,48,10,3,4,23,0.1724137931034483,True,False
olmes_macro_error,1B,14M-150M,6,True,bounded,seed_mean,BH@0.05,3,300,0.19666666666666666,0.17,True,59,51,8,47,12,4,4,23,0.2033898305084746,True,False
olmes_macro_error,1B,14M-150M,6,True,unconstrained,seed_mean,BH@0.05,3,300,0.19333333333333333,0.17,True,58,51,7,48,10,3,4,23,0.1724137931034483,True,False
olmes_macro_error,1B,60M-150M,3,False,bounded,seed_mean,BH@0.05,3,300,0.23333333333333334,0.17,True,70,51,19,36,34,15,11,16,0.4857142857142857,True,False
olmes_macro_error,1B,60M-150M,3,False,unconstrained,seed_mean,BH@0.05,3,300,0.24333333333333335,0.17,True,73,51,22,35,38,16,13,17,0.5205479452054794,True,True
olmes_macro_error,1B,60M-150M,3,True,bounded,seed_mean,BH@0.05,3,300,0.23333333333333334,0.17,True,70,51,19,36,34,15,11,16,0.4857142857142857,True,False
olmes_macro_error,1B,60M-150M,3,True,unconstrained,seed_mean,BH@0.05,3,300,0.24333333333333335,0.17,True,73,51,22,35,38,16,13,17,0.5205479452054794,True,True
olmes_macro_error,1B,4M-300M,11,False,bounded,seed_mean,BH@0.05,3,300,0.17,0.14,True,51,42,9,37,14,5,7,16,0.27450980392156865,True,False
olmes_macro_error,1B,4M-300M,11,False,unconstrained,seed_mean,BH@0.05,3,300,0.17333333333333334,0.14,True,52,42,10,38,14,4,7,16,0.2692307692307692,True,False
olmes_macro_error,1B,4M-300M,11,True,bounded,seed_mean,BH@0.05,3,300,0.17,0.14,True,51,42,9,37,14,5,7,16,0.27450980392156865,True,False
olmes_macro_error,1B,4M-300M,11,True,unconstrained,seed_mean,BH@0.05,3,300,0.17333333333333334,0.14,True,52,42,10,38,14,4,7,16,0.2692307692307692,True,False
olmes_macro_error,1B,14M-300M,7,False,bounded,seed_mean,BH@0.05,3,300,0.15,0.14,True,45,42,3,37,8,5,7,17,0.17777777777777778,True,False
olmes_macro_error,1B,14M-300M,7,False,unconstrained,seed_mean,BH@0.05,3,300,0.15,0.14,True,45,42,3,37,8,5,5,16,0.17777777777777778,True,False
olmes_macro_error,1B,14M-300M,7,True,bounded,seed_mean,BH@0.05,3,300,0.15,0.14,True,45,42,3,37,8,5,7,17,0.17777777777777778,True,False
olmes_macro_error,1B,14M-300M,7,True,unconstrained,seed_mean,BH@0.05,3,300,0.15,0.14,True,45,42,3,37,8,5,5,16,0.17777777777777778,True,False
